bbl,address,percentage,savings,hvac_cost
1009990003,1560 Broadway,29.296006043810802,40789.97999999999,139233.92813000001
1006460027,428 W 14th St,29.28608983528641,13370.19,45653.72187
1013060001,345 Park Ave,29.28379891875292,1249025.5499999998,4265244.25149
1004970001,530 Broadway,29.28244826510665,24133.409999999996,82415.95710000001
1008660001,389 5 Ave,29.252827750706167,24514.019999999993,83800.51395000001
1008500001,149 5 Ave,29.24037045995311,33356.950000000004,114078.41102999999
1007840064,240 W 35th St,29.23295992817731,24456.549999999992,83660.87477999998
1007950028,111 W 19th St,29.22861714133248,29458.520000000004,100786.56769000001
1000290073,44 Beaver St,29.22228216415706,82967.84,283919.78263000003
1008620026,31 E 32nd St,29.197798645446436,6292.39,21550.905519999997
1008000025,119 W 24th St,29.18963366491599,27834.72,95358.23683000001
1000330001,77 Water St,29.176595959824443,209862.61,719284.0806
1009950033,1111 Ave Of The Americas,29.1734968203148,1102492.0399999998,3779087.73429
1008220031,154 5 Ave,29.160944805267086,35937.04,123236.88495
1009960001,1500 Broadway,29.14362663407611,292434.55,1003425.3927000001
1012830069,589 5 Ave,29.136027362348482,38359.599999999984,131656.93292
1000650007,15 Maiden Lane,29.120418082823456,48509.81999999999,166583.52865
1008220015,27 W 20th St,29.084028301618524,7350.479999999999,25273.252809999998
1008200038,130 5 Ave,29.074196808886622,16571.180000000004,56996.174680000004
1013010033,750 3 Ave,29.059547633144746,213328.05,734106.5755500001
1007860013,255 W 36th St,29.055006223642394,25463.299999999996,87638.25347
1008150001,1411 Broadway,29.048169200915662,368254.9799999999,1267739.0352999999
1012670034,640 5 Ave,29.040375982370385,86565.74,298087.53183
1012620048,16 W 47th St,28.999591919483315,13137.619999999994,45302.775420000005
1008380015,43 W 36th St,28.99924213241177,12519.089999999998,43170.404050000005
1012630038,590 5 Ave,28.95647016332609,58933.4,203524.11625999998
1006460019,860 Washington St,28.936000750961817,34964.82,120835.01207
1000770008,110 William St,28.933019223192414,310531.04000000004,1073275.61498
1008260057,24 W 25th St,28.927860390258743,11138.13,38503.12415
1013130014,722 Lexington Ave,28.92123652485394,44960.64,155458.91325
1005480009,13 University Pl,28.88726500958097,18025.229999999996,62398.534419999996
1013940001,505 Park Ave,28.862386164580133,61654.44999999999,213615.22103
1005220001,610 Broadway,28.83455508726966,18819.949999999997,65268.737259999994
1012980023,425 Lexington Ave,28.818392176691066,221557.21,768804.8959899999
1008590015,102 Madison Ave,28.81167421105944,12499.150000000003,43382.2412
1005100001,63 Prince St,28.764464672909405,19358.57,67300.29646
1008410049,452 5 Ave,28.761802136610235,216008.95999999996,751027.20954
1008630060,183 Madison Ave,28.7414288152133,16879.06,58727.28217
1012910010,550 Madison Ave,28.729711889466923,192181.61,668929.8199
1012860043,34 E 51st St,28.720584510275447,22667.14,78922.97593
1001480010,71 Thomas St,28.608136808051743,14963.96,52306.65702
1012610019,35 W 45th St,28.599420663052804,6401.009999999999,22381.60722
1008720013,35 Irving Pl,28.57982801147579,84661.68,296228.79454000003
1008590024,99 Madison Ave,28.513358755845154,18812.82999999999,65979.00360000001
1012770069,511 5 Ave,28.4886900973637,17518.05,61491.244210000004
1009940001,1459 Broadway,28.448519120611536,238684.13,839003.7069699999
1018840001,2880 Broadway,28.43858493128268,12278.9,43176.90218999999
1000160260,200 W St,28.393094110844945,735510.6300000001,2590456.0705099995
1013740014,650 Madison Ave,28.293024677180007,102640.46000000002,362776.55419000005
1008260065,40 W 25th St,28.286507968345937,13875.28,49052.64381
1007940030,615 Ave Of The Americas,28.263132065109094,28103.98,99436.89162000001
1007990028,119 W 23rd St,28.256684672111554,6133.029999999999,21704.704820000006
1012640040,608 5 Ave,28.247416775061275,41336.509999999995,146337.31052000003
1012900006,3 E 54th St,28.236416067975806,25529.740000000005,90414.23649000001
1008030067,150 W 28th St,28.23470851757428,5534.220000000001,19600.76902
1008390070,42 W 38th St,28.230778439388793,7819.94,27700.05091
1011050036,600 W 58th St,28.219927924347964,50211.01,177927.49200000003
1000290036,1 William St,28.1849766436503,14254.140000000005,50573.53845
1008630067,178 Madison Ave,28.181802920403126,49372.17,175191.66583999997
1007760059,236 W 27th St,28.164222658168388,9599.129999999996,34082.70882
1008860001,443 Park Ave South,28.085845148984856,5769.600000000001,20542.732359999998
1009980012,145 W 45th St,28.075713799439956,10113.819999999998,36023.37619
1008110056,142 W 36th St,28.005247500823,10584.130000000005,37793.3814
1008250012,49 W 23rd St,28.000954571634928,43833.89,156544.27025999996
1008800014,121 E 24th St,27.990538597014126,10353.339999999998,36988.71304
1008120006,491 7 Ave,27.95495994614961,39204.52,140241.73197000002
1007630049,314 W 40th St,27.93766495229279,6964.139999999999,24927.42329
1007890075,264 W 40th St,27.896772160656237,24047.06,86200.15198
1008260069,48 W 25th St,27.876996825352734,9642.36,34588.94823
1013750016,652 Madison Ave,27.818461319571547,31998.1,115024.69397000001
1012620024,21 W 46th St,27.759429391800744,11330.049999999996,40815.14011
1006460001,40 10 Ave,27.735019485433575,33469.770000000004,120676.92982000002
1017740056,132 E 126th St,27.66961034728828,9031.960000000005,32642.16549
1012670022,15 W 51st St,27.666300486766055,69742.12999999999,252083.32437999998
1005110008,584 Broadway,27.665785476672404,11000.14,39760.808560000005
1012610034,546 5 Ave,27.631410216235885,54493.23,197214.79857
1012630007,55 W 47th St,27.590578064180228,12091.270000000004,43823.909640000005
1008260046,1115 Broadway,27.58875325322196,32250.85,116898.54087999999
1008380076,48 W 37th St,27.564774041336825,30449.839999999997,110466.49595000001
1007990012,155 W 23rd St,27.540329394548113,8009.97,29084.510520000007
1008600001,285 5 Ave,27.463185117783745,38297.52,139450.39454
1007890014,251 W 39th St,27.43724023588404,7637.430000000001,27835.999300000003
1007620033,575 8 Ave,27.396507858692942,33965.16999999999,123976.27527999999
1009990009,151 W 46th St,27.212622324726542,6984.2699999999995,25665.552980000004
1007850018,237 W 35th St,27.190954330541516,22084.4,81219.65758
1013100041,160 E 56th St,27.184484875055382,6306.5999999999985,23199.26248
1008400023,29 W 38th St,27.151114630000034,8363.5,30803.523589999993
1006970056,536 W 26th St,27.147336942220907,16686.109999999993,61464.997599999995
1008130055,1385 Broadway,27.037137963367634,58827.03,217578.61383000002
1000640012,150 Broadway,27.029284769077766,88442.08999999998,327208.39917
1008810001,351 Park Ave South,26.994845157839165,52463.810000000005,194347.51225
1010100021,119 W 57th St,26.993811706747074,64849.619999999995,240238.83957000004
1004980009,557 Broadway,26.979056255157925,31917.46,118304.583
1008240032,3 W 22nd St,26.9539509603409,3019.2600000000007,11201.548910000001
1012600064,56 W 45th St,26.80889899681465,5799.450000000001,21632.555669999998
1012950058,364 Lexington Ave,26.773589010766884,131007.15,489314.86155000003
1008210032,11 W 19th St,26.76781100322976,47505.869999999995,177473.86962
1008190010,47 W 17th St,26.73710210176246,25287.85,94579.62161999999
1005310020,383 Lafayette St,26.710228587490754,8961.01,33548.98282
1008440042,91 5 Ave,26.707873082428364,6585.759999999998,24658.49669
1008060058,128 W 31st St,26.646326749286214,70977.17,266367.55853
1008830001,387 Park Ave South,26.577723183462375,37034.66999999999,139344.78037999998
1001940042,60 Walker St,26.56291579274301,19897.28999999999,74906.27217
1009930022,115 W 40th St,26.551659026865586,31226.540000000008,117606.73774999999
1008420042,71 5 Ave,26.516398945597846,17620.95,66453.02794
1007610033,545 8 Ave,26.50252450226996,13062.279999999995,49286.92736
1007870040,500 7 Ave,26.4585726188999,50264.5,189974.34489
1007870044,512 7 Ave,26.405364782151075,68327.65999999999,258764.31006999998
1008120019,135 W 36th St,26.370525929467608,21607.08,81936.47733000001
1008210041,148 5 Ave,26.35053240492762,30048.040000000005,114032.00337
1008240028,40 W 23rd St,26.345379304193212,48077.46000000001,182489.15472
1008810029,137 E 25th St,26.20093432106693,6353.379999999999,24248.67725
1017750033,2322 3 Ave,26.11038334224327,24340.79,93222.64511
1000130001,1 Broadway,25.97463418106007,17139.220000000005,65984.45191
1007780036,322-326 7Th Ave,25.84716083638504,21245.33,82195.99101999999
1011130051,16 W 61st St,25.80326406590414,18344.949999999993,71095.46278
1008320001,856 Ave Of The Americas,25.799310224115672,10561.41,40936.79214
1007790017,231 W 29th St,25.714308865231644,15047.77,58519.05286999999
1012930035,460 Park Ave,25.663765215385308,75188.16,292974.00194
1012900044,66 E 55th St,25.657741876927474,22718.370000000003,88543.91828
1008390019,35 W 37th St,25.643839739414396,4078.65,15904.989430000001
1008800084,104 E 25th St,25.63044924280451,21547.92,84071.56580000001
1005970055,333 Hudson St,25.618277112678957,33766.6,131806.67791
1007880004,580 8 Ave,25.555041883125117,5014.210000000003,19621.216130000004
1012930059,600 Madison Ave,25.525637550509465,204606.0,801570.5762300001
1012750012,15 E 40th St,25.420319371528354,3835.970000000001,15090.172329999998
1007800010,251 W 30th St,25.4185307221994,4986.700000000002,19618.36447
1008380048,402 5 Ave,25.38665837687823,3638.1000000000017,14330.75573
1008600049,36 E 31st St,25.371769480839255,20198.49,79610.09584
1005110006,580 Broadway,25.363235702019104,7596.700000000006,29951.62009
1008400071,42 W 39th St,25.305505547711434,30085.59,118889.50388
1008120016,141 W 36th St,25.214623304766082,10490.819999999998,41606.0945
1010030029,1271 Ave Of The Americas,25.162808131931314,515447.64,2048450.3847799997
1008690064,16 E 40th St,25.15200227236522,7588.45,30170.361459999996
1000680011,75 Maiden Lane,25.10725190629035,54716.600000000006,217931.45742999995
1005630046,57 E 11th St,25.059828284741265,3522.2099999999996,14055.204049999998
1010240015,1675 Broadway,24.98455545487555,143916.20000000004,576020.65508
1007840060,224 W 35th St,24.960820521146086,25807.32,103391.31271
1008440003,87 5 Ave,24.95101227555479,7095.810000000004,28438.966410000005
1008220052,18 W 21st St,24.94292163172333,7259.440000000002,29104.208830000003
1012920052,575 Madison Ave,24.909220208895004,130696.64,524691.81654
1008620016,152 Madison Ave,24.820764752110104,11703.17,47150.722859999994
1005460026,21 W 4th St,24.79354628091947,3306.5000000000005,13336.13176
1000420031,80 Maiden Lane,24.775543627088958,80791.04,326091.8961700001
1007590031,315 W 35th St,24.74080872860383,5296.949999999997,21409.769009999996
1005450053,400 Lafayette St,24.7168704024389,8571.52,34678.82406
1013910014,974 Madison Ave,24.67401597937333,29573.129999999997,119855.35725000002
1001190001,1 Police Plaza,24.646850587916237,308089.14,1250014.2316400001
1008120069,148 W 37th St,24.63050478274635,10398.06,42216.18717
1012840002,597 5 Ave,24.55772779836115,7451.56,30343.03524
1014350044,306 E 61st St,24.526225134688463,2736.97,11159.360990000001
1011130008,27 W 60th St,24.404624197036263,5999.449999999998,24583.250910000002
1005450006,708 Broadway,24.394897426319957,17555.36,71963.24581000002
1008630006,1 E 33rd St,24.380121423484553,21104.9,86566.01677
1005760046,60 5 Ave,24.372054286128385,19801.51,81246.78276
1008070028,119 W 31st St,24.368021316342357,37959.53999999999,155776.04561
1008070028,119 W 31st St,24.368021316342357,37959.53999999999,155776.04561
1012600071,1156 Ave Of The Americas,24.344884425723123,21063.13,86519.73709
1008690020,271 Madison Ave,24.255689205794837,8657.27,35691.70897000001
1005050036,161 Ave Of The Americas,24.184178216366618,106845.65,441799.7959000001
1008140046,108 W 39th St,24.099871403926272,33413.020000000004,138643.97631
1005120015,591 Broadway,24.063097063728055,2069.31,8599.51649
1012830017,400 Madison Ave,24.046555073211547,16396.530000000006,68186.60698
1007840077,494 8 Ave,23.934052994146104,9484.130000000005,39626.09259000001
1008300062,1195 Broadway,23.90851938251669,5601.509999999998,23428.92887
1008330057,22 W 32nd St,23.90044356858673,21452.06,89755.90740999999
1007890030,205 W 39th St,23.85627434842233,41981.75000000001,175977.81358000002
1007830070,250 W 34th St,23.817331736005457,1401841.59,5885804.52898
1008580006,3 E 28th St,23.77837943937731,4917.03,20678.57489
1008580022,79 Madison Ave,23.732656004113895,21164.32999999999,89178.09281999999
1009030047,220 E 23rd St,23.717446935333527,17765.949999999997,74906.67123
1013120024,145 E 57th St,23.638752965728663,4964.399999999998,21001.107829999994
1008440001,85 5 Ave,23.57926168315227,14395.899999999996,61053.226319999994
1007950044,641 Ave Of The Americas,23.475729061330274,37792.05,160983.49875
1011020018,619 W 54th St,23.37793168122197,68728.86000000002,293990.33642999997
1001550003,52 Duane St,23.26521839351966,16277.36,69964.35505
1008400042,424 5 Ave,23.11881304925518,75450.76,326360.87259
1005640007,113 University Pl,23.065612531824485,4506.160000000003,19536.26852
1008360033,1 W 34th St,22.976975102668824,4764.480000000001,20735.888770000005
1013040033,800 3 Ave,22.94345210516878,236284.21000000005,1029854.6570800002
1012610036,550 5 Ave,22.941117515012223,18736.69,81672.96117
1004740030,483 Broadway,22.910031680684988,3878.7999999999993,16930.57458
1012950020,363 Lexington Ave,22.843953986608756,20889.950000000004,91446.29696
1007840051,212 W 35th St,22.795240352867133,12321.910000000002,54054.74919000001
1008410001,1040 Ave Of The Americas,22.78444477279928,30291.69,132948.99349999998
1012790069,545 5 Ave,22.740420758576853,83803.49000000002,368522.161
1008590048,434 Park Ave South,22.70834256090975,25509.76,112336.51215
1007870072,256 W 38th St,22.70029987760723,6803.42,29970.617289999995
1008580049,38 E 29th St,22.69042214154603,4677.640000000001,20615.041760000004
1012610016,45 W 45th St,22.604076210947866,29919.960000000006,132365.32969
1012910021,551 Madison Ave,22.600891219959436,16368.02,72422.01133000001
1008610003,307 5 Ave,22.589640347920508,4751.519999999999,21034.066619999998
1012840056,424 Madison Ave,22.573128567168656,27082.179999999997,119975.30567999999
1008390009,49 W 37th St,22.542929250328292,22057.730000000003,97847.66546999999
1008610072,6 E 32nd St,22.53507244488668,17161.97,76156.71102000002
1008230029,15 W 21st St,22.503655787246714,25374.19,112755.85727000001
1000220017,32 Broadway,22.472852298776065,30383.08000000001,135199.03747
1001240004,11 Park Pl,22.453617383134635,24718.659999999996,110087.65126000001
1008500025,33 E 21st St,22.39224739815923,9982.03,44578.06232
1010280029,888 7 Ave,22.361008936926225,190332.83,851181.7625800001
1012890021,515 Madison Ave,22.212039161489937,68406.09000000001,307968.5278
1008610001,303 5 Ave,22.153636323532176,41492.670000000006,187295.07604999997
1007840041,450 7 Ave,22.05070447710179,131997.39,598608.49406
1012610030,7 W 45th St,22.050280761154788,17777.78,80623.82603000001
1008710070,116 E 16th St,21.98833958014973,7031.740000000001,31979.404239999996
1002310035,451 Broadway,21.97345651512107,4500.110000000001,20479.754729999997
1005000011,120 Wooster St,21.924890667635044,6768.200000000001,30869.93729
1012590019,23 W 43rd St,21.827955524198277,142015.46000000002,650612.7421900001
1008410027,15 W 39th St,21.79797710760885,35369.66,162261.20353
1008410027,15 W 39th St,21.79797710760885,35369.66,162261.20353
1008830088,401 Park Ave South,21.730321276216568,32841.22,151130.85344
1012730001,1400 Ave Of The Americas,21.658707361679706,66064.77,305026.37529000005
1012930026,597 Madison Ave,21.637872081398974,77291.75999999998,357205.91983
1008070039,875 Ave Of The Americas,21.635560908033447,17639.970000000005,81532.29803
1008220062,38 W 21st St,21.605367497135504,4999.640000000002,23140.731120000004
1019860065,3280 Broadway,21.566500253537587,38638.719999999994,179160.82603000003
1008290068,44 W 28th St,21.555923936221685,21036.11,97588.53326
1012970023,395 Lexington Ave,21.52313342413012,205021.94999999995,952565.5301199999
1005770019,34 W 14th St,21.350644683878862,11863.2,55563.66178
1008380072,40 W 37th St,21.282470232704785,5029.09,23630.198680000005
1008390060,22 W 38th St,21.267926191912412,4484.330000000001,21084.94246
1009930055,1441 Broadway,21.25363000421898,84507.35,397613.72520000004
1005230046,625 Broadway,21.251541334289733,18184.32,85567.06412
1008360035,358 5 Ave,21.240493813910128,16039.93,75515.80552
1019980017,615 W 131st St,21.196311403120422,36500.36000000001,172201.47084
1008220058,30 W 21st St,21.18187243113209,5291.949999999999,24983.39095
1008060009,145 W 30th St,21.154680848947415,10100.99,47748.250479999995
1007890062,240 W 40th St,21.12981167467902,29860.19000000001,141317.82365
1004860011,84 Wooster St,21.12587022170766,4325.999999999999,20477.262969999996
1008780065,120 E 23rd St,20.98802698098702,21772.369999999995,103737.09744
1012750059,292 Madison Ave,20.961343774580886,21187.13,101077.1553
1005300001,670 Broadway,20.857886496675484,8759.950000000003,41998.26286999999
1008730067,215 Park Ave South,20.748965727528745,20510.069999999992,98848.63790000002
1006010047,120 Leroy St,20.722070660282547,29501.32000000001,142366.66057
1008630029,33 E 33rd St,20.651265528085233,11619.239999999996,56264.05793
1008360007,43 W 34th St,20.642389935697455,10675.190000000004,51714.89364
1005010015,130 Prince St,20.6380752049494,9999.320000000003,48450.83614000001
1004730001,462 Broadway,20.52560484930002,6757.4400000000005,32922.00181
1005630031,817 Broadway,20.345640314950682,32480.419999999995,159643.14466
1005110012,592 Broadway,20.29686467111668,26110.769999999997,128644.35183999999
1007780043,330 7 Ave,20.2885452949685,21014.13,103576.32691000002
1007880073,250 W 39th St,20.265651669472405,14729.48,72681.99533
1010120023,215 W 40th St,20.205640995878788,6402.359999999998,31686.00294
1007630024,315 W 39th St,20.193165593162473,12943.04,64096.14154000001
1008280033,1140 Broadway,20.00608483410024,12321.500000000002,61588.76213000001
1012910045,60 E 56th St,19.97196317051328,8127.28,40693.44576
1004820016,72 Spring St,19.872650417230492,14266.000000000004,71787.10288
1008370036,3 W 35th St,19.832526346170155,8591.779999999995,43321.661850000004
1007790057,224 W 30th St,19.764207492649575,12022.470000000005,60829.507099999995
1007860068,240 W 37th St,19.691537361162013,11420.249999999998,57995.72572999999
1000510007,68 TRINITY PLACE,19.68912318569293,32118.500000000004,163128.13779
1012630071,1212 Ave Of The Americas,19.664817744582063,19292.950000000004,98108.96927999999
1008590072,112 Madison Ave,19.634555445908045,8033.169999999998,40913.4295
1006980001,244 11 Ave,19.396659929450646,17786.520000000004,91698.88045000001
1005320015,661 Broadway,19.38499232273928,13362.889999999996,68934.20321
1008400028,21 W 38th St,19.30627009778641,5254.919999999999,27218.722069999996
1012610042,2 W 46th St,19.254885272426677,16292.259999999997,84613.6436
1008030021,121 W 27th St,19.219491491813738,13676.150000000003,71157.70990000002
1008000068,152 W 25th St,19.200591157785595,2419.5200000000013,12601.27868
1008330006,1255 Broadway,19.187202147341445,11384.85,59335.644210000006
1007790075,400 8 Ave,19.156242667918335,10509.020000000004,54859.5055
1008680012,9 E 38th St,19.155977832060987,11509.650000000003,60083.85529000001
1007750058,226 W 26th St,19.13130144899417,8534.579999999998,44610.55628
1008050019,135 W 29th St,19.08708514133602,3316.560000000001,17375.937579999998
1008000065,150 W 25th St,19.08428658899869,3034.35,15899.72979
1008200026,23 W 18th St,18.9280975946012,12936.040000000005,68343.05421
1007600012,347 W 36th St,18.90247412690061,4125.32,21824.23302
1008020075,158 W 27th St,18.866351269524245,7042.589999999999,37328.83958
1008410018,35 W 39th St,18.83415539133142,1859.8600000000008,9874.9318
1012630051,22 W 48th St,18.819626641162294,7380.380000000002,39216.39967
1005460021,19 W 4Th St,18.77627800737302,7102.170000000002,37825.22818
1005440008,409 Lafayette St,18.699110567272342,6856.68,36668.482039999995
1007600055,320 W 37th St,18.67287238768844,7826.680000000002,41914.70834
1009930001,561 7 Ave,18.644396948930737,5086.889999999998,27283.7465
1008230024,19 W 21st St,18.280969966811977,7447.370000000001,40738.37446
1008460026,860 Broadway,18.220675025322063,4719.84,25903.760390000003
1012920048,32 E 57th St,18.163743176945676,4578.889999999998,25208.955860000002
1008040011,145 W 28th St,18.101582550445816,2540.189999999998,14032.971940000001
1012630059,42 W 48th St,18.092098902720338,4522.620000000001,24997.76297
1008380008,63 W 36th St,18.085331427986866,4372.149999999999,24175.116819999996
1008220049,12 W 21st St,17.986210369377556,2378.3700000000026,13223.296910000003
1008380062,20 W 37th St,17.931566084371294,2147.18,11974.30269
1010540041,420 W 45th St,17.92753196451043,4125.589999999999,23012.593189999996
1008340019,39 W 32nd St,17.897425008597658,2883.1200000000003,16109.13301
1012620054,30 W 47th St,17.857783246790472,3975.6200000000017,22262.673619999998
1007870020,241 W 37th St,17.688866110821998,3535.049999999999,19984.60488
1008400013,49 W 38th St,17.508269624862095,3239.9299999999976,18505.141109999997
1008110062,152 W 36th St,17.38880099258969,2040.9500000000005,11737.15198
1002320001,434 Broadway,16.60743236988656,1451.429999999999,8739.64119
1008230073,56 W 22nd St,9.05696236685517,308.55000000000007,3406.7713599999997
1012870033,350 Park Ave,0,0.0,0.0
